TRINITY_DN0_c0_g1	AT5G58270.1
TRINITY_DN63186_c0_g1	AT3G23780.2
TRINITY_DN6319_c0_g1	AT2G18950.1
TRINITY_DN632_c0_g1	AT3G14690.2
TRINITY_DN6320_c0_g1	AT3G43920.6
TRINITY_DN6320_c1_g1	AT3G43920.6
TRINITY_DN6320_c1_g3	AT3G43920.6
TRINITY_DN63201_c0_g1	AT1G66920.3
TRINITY_DN6322_c0_g1	AT5G07960.1
TRINITY_DN6323_c0_g1	AT1G55540.1
TRINITY_DN6324_c0_g1	AT1G73880.1
TRINITY_DN6325_c0_g1	AT5G13000.1
TRINITY_DN6326_c0_g1	AT5G67070.1
TRINITY_DN6327_c0_g1	AT1G70520.1
TRINITY_DN6328_c0_g1	AT1G15780.1
TRINITY_DN6329_c0_g1	AT1G28250.1
TRINITY_DN633_c0_g1	AT2G42220.1
TRINITY_DN6331_c0_g1	AT2G21520.1
TRINITY_DN6333_c0_g1	AT5G16270.1
TRINITY_DN63345_c0_g1	AT3G24830.1
TRINITY_DN63348_c0_g1	AT5G47720.5
TRINITY_DN6335_c0_g1	AT5G37660.1
TRINITY_DN6336_c0_g1	AT2G20190.1
TRINITY_DN6337_c0_g1	AT4G32295.1
TRINITY_DN63375_c0_g1	AT3G24255.7
TRINITY_DN6339_c0_g1	AT4G28220.1
TRINITY_DN634_c0_g1	AT2G38910.1
TRINITY_DN6340_c2_g1	AT5G58003.2
TRINITY_DN6341_c0_g1	AT2G20370.1
TRINITY_DN63410_c0_g1	AT5G04930.1
TRINITY_DN6342_c0_g1	AT3G60810.1
TRINITY_DN6343_c0_g1	AT2G22420.1
TRINITY_DN6344_c0_g1	AT3G10250.5
TRINITY_DN6345_c0_g1	AT4G33090.1
TRINITY_DN6346_c0_g1	AT5G46240.1
TRINITY_DN6347_c0_g1	AT4G04320.2
TRINITY_DN6348_c0_g1	AT1G04420.1
TRINITY_DN6349_c0_g1	AT5G10980.1
TRINITY_DN635_c0_g1	AT2G35680.1
TRINITY_DN635_c0_g2	AT4G25080.5
TRINITY_DN6350_c0_g1	AT4G23260.2
TRINITY_DN6352_c0_g1	AT5G63830.1
TRINITY_DN6353_c0_g1	AT1G09700.2
TRINITY_DN63535_c0_g1	AT3G52820.1
TRINITY_DN6357_c0_g1	AT5G54400.1
TRINITY_DN6358_c0_g1	AT4G14600.1
TRINITY_DN6358_c0_g2	AT4G14600.1
TRINITY_DN63580_c0_g1	AT2G13610.1
TRINITY_DN6359_c0_g1	AT5G03300.1
TRINITY_DN636_c0_g2	AT5G13710.2
TRINITY_DN6360_c0_g1	AT2G33855.1
TRINITY_DN6363_c0_g1	AT5G58070.1
TRINITY_DN6365_c0_g1	AT3G06070.1
TRINITY_DN6366_c0_g1	AT5G05660.1
TRINITY_DN63674_c0_g1	AT1G64510.2
TRINITY_DN6368_c0_g1	AT5G15490.1
TRINITY_DN6369_c0_g1	AT4G33520.3
TRINITY_DN637_c0_g1	AT1G80930.1
TRINITY_DN6370_c0_g1	AT2G41020.1
TRINITY_DN63736_c0_g1	ATCG01280.1
TRINITY_DN6374_c0_g1	AT3G09630.1
TRINITY_DN63760_c0_g1	AT4G23160.3
TRINITY_DN6377_c0_g1	AT1G21370.2
TRINITY_DN6378_c0_g1	AT1G75780.1
TRINITY_DN63788_c0_g1	AT5G50915.4
TRINITY_DN638_c0_g1	AT5G23490.1
TRINITY_DN6380_c0_g1	AT4G39690.1
TRINITY_DN63816_c0_g2	AT4G04650.1
TRINITY_DN6383_c0_g1	AT2G25290.4
TRINITY_DN63837_c0_g1	AT2G17265.1
TRINITY_DN63851_c0_g1	AT1G53050.2
TRINITY_DN6386_c0_g1	AT1G08230.2
TRINITY_DN63873_c0_g1	AT2G43770.1
TRINITY_DN6391_c0_g1	AT3G10180.1
TRINITY_DN6392_c0_g1	AT4G24520.1
TRINITY_DN6393_c0_g2	AT2G18250.1
TRINITY_DN6393_c3_g1	AT1G20230.1
TRINITY_DN6393_c5_g1	AT5G27110.1
TRINITY_DN63937_c0_g1	AT1G30080.1
TRINITY_DN6394_c0_g1	AT1G30545.2
TRINITY_DN63941_c0_g1	AT4G00380.2
TRINITY_DN6395_c0_g1	AT3G13882.1
TRINITY_DN63953_c0_g2	AT2G46560.2
TRINITY_DN63953_c0_g3	AT2G46560.2
TRINITY_DN63960_c0_g1	AT4G00980.1
TRINITY_DN6397_c0_g2	ATCG00040.1
TRINITY_DN6397_c1_g2	AT2G43820.1
TRINITY_DN6397_c1_g3	AT2G31750.1
TRINITY_DN6399_c0_g1	AT3G63480.2
TRINITY_DN64_c0_g1	AT4G02715.2
TRINITY_DN640_c0_g1	AT1G04430.3
TRINITY_DN64003_c0_g1	AT3G30200.1
TRINITY_DN6401_c0_g1	AT5G04510.3
TRINITY_DN6402_c0_g1	AT2G33120.1
TRINITY_DN6403_c0_g2	AT1G05460.2
TRINITY_DN6404_c0_g1	AT5G13650.2
TRINITY_DN64053_c0_g1	AT5G62710.1
TRINITY_DN64057_c0_g1	AT2G29120.1
TRINITY_DN6406_c0_g1	AT2G45640.1
TRINITY_DN6407_c0_g1	AT2G41010.1
TRINITY_DN6408_c0_g1	AT3G60400.1
TRINITY_DN641_c1_g1	AT5G09570.1
TRINITY_DN6410_c0_g1	AT4G34100.2
TRINITY_DN6412_c0_g1	AT1G23820.1
TRINITY_DN6414_c0_g1	AT2G16920.2
TRINITY_DN6415_c0_g1	AT5G22030.1
TRINITY_DN64159_c0_g1	AT2G24960.1
TRINITY_DN6416_c0_g1	AT1G03860.3
TRINITY_DN6417_c0_g3	AT5G60390.3
TRINITY_DN6418_c0_g1	AT3G01790.2
TRINITY_DN64187_c0_g1	AT1G15215.1
TRINITY_DN6419_c0_g1	AT1G45160.2
TRINITY_DN642_c0_g1	AT1G51550.1
TRINITY_DN6420_c0_g2	AT1G50430.1
TRINITY_DN6421_c0_g1	AT5G66060.1
TRINITY_DN64217_c0_g1	AT3G61430.2
TRINITY_DN64219_c0_g2	AT3G12210.2
TRINITY_DN6422_c0_g2	AT3G14470.2
TRINITY_DN6423_c0_g1	AT4G02340.1
TRINITY_DN64234_c0_g1	AT5G15340.1
TRINITY_DN6424_c0_g1	AT4G02100.1
TRINITY_DN6425_c0_g1	AT1G61260.1
TRINITY_DN64252_c0_g1	AT1G49980.1
TRINITY_DN64256_c0_g2	AT2G20340.2
TRINITY_DN64257_c0_g1	ATMG00820.1
TRINITY_DN6427_c0_g1	AT3G45740.1
TRINITY_DN64279_c0_g3	AT2G28250.6
TRINITY_DN64289_c0_g1	AT1G02730.1
TRINITY_DN6429_c0_g1	AT1G31410.1
TRINITY_DN64293_c0_g1	AT1G42540.4
TRINITY_DN643_c0_g1	AT5G08050.1
TRINITY_DN64301_c0_g2	AT3G07290.1
TRINITY_DN64301_c0_g3	AT3G07290.1
TRINITY_DN6431_c0_g1	AT2G43280.1
TRINITY_DN6432_c0_g1	AT1G06620.2
TRINITY_DN64322_c0_g1	AT3G07130.1
TRINITY_DN6433_c0_g1	AT4G02450.2
TRINITY_DN64332_c0_g5	AT2G27880.1
TRINITY_DN6434_c0_g1	AT4G31540.1
TRINITY_DN6435_c0_g1	AT1G13020.1
TRINITY_DN6436_c0_g1	AT3G17100.2
TRINITY_DN64370_c0_g1	AT3G05850.1
TRINITY_DN64377_c0_g1	AT5G20660.1
TRINITY_DN6438_c0_g1	AT5G39980.1
TRINITY_DN6439_c0_g1	AT1G59990.2
TRINITY_DN644_c0_g1	AT3G48430.2
TRINITY_DN644_c0_g2	AT3G48430.1
TRINITY_DN6440_c0_g1	AT2G05920.1
TRINITY_DN6441_c0_g1	AT2G29210.2
TRINITY_DN64415_c1_g1	AT1G53420.1
TRINITY_DN6442_c0_g1	AT2G16860.2
TRINITY_DN64421_c1_g1	AT5G10530.1
TRINITY_DN6443_c1_g1	AT3G13080.2
TRINITY_DN6444_c0_g2	AT4G27880.1
TRINITY_DN6445_c0_g1	AT1G69010.1
TRINITY_DN6445_c1_g1	AT1G18800.1
TRINITY_DN64450_c1_g1	AT5G46330.2
TRINITY_DN6446_c0_g1	AT5G20680.5
TRINITY_DN6447_c0_g2	AT2G31955.5
TRINITY_DN6447_c1_g1	AT1G73200.1
TRINITY_DN64472_c0_g1	AT3G63290.1
TRINITY_DN6448_c0_g1	AT5G11280.1
TRINITY_DN6449_c0_g2	AT1G04170.2
TRINITY_DN645_c0_g1	AT5G63810.1
TRINITY_DN645_c0_g2	AT5G20710.2
TRINITY_DN6450_c0_g2	AT5G63620.1
TRINITY_DN6450_c0_g3	AT5G14780.2
TRINITY_DN6451_c0_g1	AT2G34040.2
TRINITY_DN6452_c0_g1	AT5G63200.1
TRINITY_DN64521_c0_g1	AT4G19210.1
TRINITY_DN6453_c0_g1	AT4G23160.3
TRINITY_DN6454_c0_g1	AT4G21670.1
TRINITY_DN6454_c1_g1	AT4G21670.1
TRINITY_DN64544_c0_g1	AT5G05840.1
TRINITY_DN6455_c0_g1	AT2G37678.1
TRINITY_DN64551_c0_g1	ATMG00750.1
TRINITY_DN6456_c0_g2	AT1G06143.1
TRINITY_DN6456_c1_g1	AT5G43530.1
TRINITY_DN6457_c0_g1	AT1G23010.1
TRINITY_DN6458_c0_g1	AT3G58760.6
TRINITY_DN64580_c0_g1	AT3G48550.1
TRINITY_DN6459_c0_g1	AT3G10490.1
TRINITY_DN646_c0_g1	AT2G47850.3
TRINITY_DN6460_c0_g1	AT3G07050.1
TRINITY_DN64600_c0_g2	AT3G48150.2
TRINITY_DN64604_c0_g2	AT5G07360.2
TRINITY_DN6461_c0_g1	AT5G12230.1
TRINITY_DN64615_c0_g1	AT1G13110.1
TRINITY_DN64619_c0_g1	AT4G03500.3
TRINITY_DN6462_c0_g1	AT4G38225.3
TRINITY_DN64621_c0_g1	AT1G12220.2
TRINITY_DN6463_c0_g1	AT3G07090.2
TRINITY_DN64632_c0_g1	ATMG01250.1
TRINITY_DN64637_c0_g1	AT1G66540.2
TRINITY_DN6464_c0_g1	AT2G30620.2
TRINITY_DN6465_c0_g1	AT4G40050.1
TRINITY_DN6466_c0_g1	AT5G18580.1
TRINITY_DN6467_c0_g1	AT5G22850.1
TRINITY_DN64674_c0_g1	AT3G20340.1
TRINITY_DN64674_c0_g2	AT3G20340.1
TRINITY_DN64687_c0_g1	AT1G17030.1
TRINITY_DN6469_c0_g1	AT5G14270.3
TRINITY_DN647_c0_g1	AT5G48385.1
TRINITY_DN6470_c0_g1	AT1G53380.5
TRINITY_DN64716_c0_g1	AT5G16860.1
TRINITY_DN64720_c0_g1	AT5G42905.1
TRINITY_DN64721_c0_g1	AT2G29590.1
TRINITY_DN64728_c0_g1	AT5G41980.1
TRINITY_DN6473_c0_g1	AT1G62940.1
TRINITY_DN6474_c0_g1	AT5G39380.5
TRINITY_DN64747_c0_g1	AT4G27290.1
TRINITY_DN64747_c1_g2	AT4G27290.1
TRINITY_DN64747_c1_g3	AT4G27290.2
TRINITY_DN6476_c0_g1	AT4G14570.1
TRINITY_DN6476_c0_g2	AT3G28370.4
TRINITY_DN64760_c0_g1	AT1G43730.1
TRINITY_DN6477_c0_g1	AT1G76720.1
TRINITY_DN64772_c0_g1	AT4G02750.1
TRINITY_DN64773_c0_g1	AT1G77120.1
TRINITY_DN6478_c0_g2	AT3G16510.1
TRINITY_DN6479_c0_g1	AT3G54860.1
TRINITY_DN6481_c0_g1	AT5G15920.1
TRINITY_DN64812_c0_g2	AT2G45320.1
TRINITY_DN64812_c2_g2	AT2G45320.1
TRINITY_DN64819_c0_g2	AT5G48050.1
TRINITY_DN6482_c0_g1	AT5G40190.1
TRINITY_DN6483_c0_g1	AT1G26640.1
TRINITY_DN6484_c0_g1	AT5G22060.1
TRINITY_DN6486_c0_g1	AT3G63120.2
TRINITY_DN64865_c0_g1	AT5G13500.3
TRINITY_DN6487_c0_g1	AT5G60390.3
TRINITY_DN6487_c0_g2	AT5G60390.3
TRINITY_DN64874_c0_g1	AT1G67020.1
TRINITY_DN6488_c0_g1	AT1G64390.1
TRINITY_DN649_c0_g1	AT4G27680.1
TRINITY_DN6490_c0_g1	AT4G03510.4
TRINITY_DN6491_c0_g1	AT3G05850.1
TRINITY_DN64910_c0_g1	AT1G28440.1
TRINITY_DN64913_c0_g2	AT4G23840.1
TRINITY_DN6493_c0_g1	AT5G48230.1
TRINITY_DN6494_c0_g1	AT2G16710.1
TRINITY_DN64942_c0_g1	AT1G65070.2
TRINITY_DN64944_c0_g1	AT2G15010.1
TRINITY_DN6496_c0_g1	AT3G29010.3
TRINITY_DN64964_c0_g1	AT4G23180.1
TRINITY_DN6498_c0_g1	AT4G30410.2
TRINITY_DN6499_c0_g1	AT5G56860.1
TRINITY_DN65_c0_g1	AT1G75240.1
TRINITY_DN6500_c0_g2	AT1G06460.1
TRINITY_DN65005_c0_g2	AT3G49500.5
TRINITY_DN6506_c0_g1	AT1G49740.1
TRINITY_DN65066_c0_g1	AT5G55570.1
TRINITY_DN65066_c1_g1	AT1G21280.1
TRINITY_DN6507_c0_g1	AT5G19400.3
TRINITY_DN65076_c0_g1	AT4G13820.1
TRINITY_DN6508_c0_g1	AT3G58500.1
TRINITY_DN6509_c0_g1	AT3G22220.4
TRINITY_DN651_c0_g1	AT1G64385.2
TRINITY_DN6510_c0_g1	AT2G45610.1
TRINITY_DN6511_c0_g1	AT5G20080.1
TRINITY_DN6512_c0_g1	AT2G44480.1
TRINITY_DN65122_c0_g2	AT1G57790.1
TRINITY_DN6513_c0_g1	AT3G21740.1
TRINITY_DN65149_c0_g1	ATMG00310.1
TRINITY_DN6515_c0_g1	AT4G32570.2
TRINITY_DN6516_c0_g1	AT3G26670.4
TRINITY_DN6516_c0_g2	AT1G15910.1
TRINITY_DN65167_c0_g1	ATMG00860.1
TRINITY_DN6517_c0_g1	AT1G77810.2
TRINITY_DN65175_c0_g1	AT5G61140.1
TRINITY_DN6518_c0_g2	AT4G31770.2
TRINITY_DN65186_c0_g1	AT4G33070.1
TRINITY_DN6519_c0_g1	AT5G02120.1
TRINITY_DN652_c0_g1	AT1G29670.2
TRINITY_DN6521_c0_g1	AT4G30130.4
TRINITY_DN6523_c0_g1	AT3G19840.1
TRINITY_DN6525_c0_g1	AT5G02600.2
TRINITY_DN6528_c0_g1	AT1G67430.1
TRINITY_DN6529_c0_g1	AT2G45500.1
TRINITY_DN6529_c1_g1	AT5G58070.1
TRINITY_DN6530_c0_g1	AT5G19300.1
TRINITY_DN65314_c0_g1	AT2G27690.1
TRINITY_DN6532_c0_g1	AT3G48000.1
TRINITY_DN6532_c0_g2	AT2G21150.1
TRINITY_DN65335_c0_g1	ATMG00810.1
TRINITY_DN65335_c0_g2	ATMG00820.1
TRINITY_DN65336_c0_g2	AT4G00690.1
TRINITY_DN6534_c0_g1	AT2G17030.1
TRINITY_DN6534_c0_g3	AT3G56470.1
TRINITY_DN65348_c0_g1	AT5G41150.1
TRINITY_DN6535_c1_g1	AT3G27230.1
TRINITY_DN6536_c0_g1	AT1G64050.2
TRINITY_DN65361_c2_g1	AT3G57580.1
TRINITY_DN6537_c0_g1	AT1G50950.1
TRINITY_DN65379_c0_g1	AT5G49560.1
TRINITY_DN65394_c0_g1	AT1G04120.3
TRINITY_DN65394_c1_g1	AT1G04120.2
TRINITY_DN65395_c0_g1	AT3G17450.2
TRINITY_DN65396_c0_g3	AT1G16630.1
TRINITY_DN654_c0_g1	AT3G29270.2
TRINITY_DN6540_c0_g1	AT5G15050.1
TRINITY_DN6541_c0_g1	AT2G38360.1
TRINITY_DN6543_c0_g1	AT2G26170.1
TRINITY_DN6544_c0_g1	AT1G74110.1
TRINITY_DN6545_c0_g1	AT2G22400.1
TRINITY_DN6546_c0_g1	AT3G03550.1
TRINITY_DN6547_c0_g1	AT3G21360.1
TRINITY_DN6548_c0_g1	AT3G15380.1
TRINITY_DN65482_c0_g1	AT1G03840.1
TRINITY_DN65484_c0_g2	AT3G48250.1
TRINITY_DN6549_c0_g1	AT1G25390.2
TRINITY_DN65492_c0_g2	AT5G45480.1
TRINITY_DN655_c0_g2	AT3G57270.1
TRINITY_DN655_c1_g1	AT1G03280.3
TRINITY_DN655_c2_g1	AT4G28820.2
TRINITY_DN6550_c0_g1	AT5G19090.3
TRINITY_DN6551_c0_g1	AT5G59900.1
TRINITY_DN6551_c2_g1	AT5G59900.1
TRINITY_DN65512_c1_g1	AT5G14050.1
TRINITY_DN65515_c0_g1	AT3G52490.1
TRINITY_DN6552_c0_g1	AT3G25230.1
TRINITY_DN6553_c0_g2	AT5G01450.1
TRINITY_DN65531_c0_g1	AT3G50950.2
TRINITY_DN6554_c0_g2	AT3G27150.2
TRINITY_DN65545_c0_g1	AT3G23250.1
TRINITY_DN65545_c0_g2	AT2G31180.1
TRINITY_DN6555_c0_g1	AT1G24620.1
TRINITY_DN6556_c0_g1	AT5G35560.1
TRINITY_DN65579_c0_g1	AT5G28950.1
TRINITY_DN6558_c0_g1	AT4G35850.1
TRINITY_DN6559_c0_g1	AT1G25500.2
TRINITY_DN656_c0_g1	AT4G10970.7
TRINITY_DN6560_c0_g1	AT3G27080.1
TRINITY_DN6561_c0_g1	AT5G52880.1
TRINITY_DN6562_c0_g1	AT5G18410.2
TRINITY_DN65625_c0_g1	AT2G16770.2
TRINITY_DN6563_c0_g1	AT1G06150.1
TRINITY_DN65635_c0_g1	AT1G12700.3
TRINITY_DN65639_c0_g1	AT4G19450.2
TRINITY_DN65648_c1_g2	AT2G47300.2
TRINITY_DN6566_c0_g1	AT2G41330.1
TRINITY_DN6567_c0_g1	AT5G15790.5
TRINITY_DN65680_c0_g1	AT5G22410.1
TRINITY_DN65683_c0_g2	AT1G70890.1
TRINITY_DN6569_c0_g1	AT3G45980.1
TRINITY_DN657_c0_g1	AT4G30340.2
TRINITY_DN6571_c0_g1	AT4G08810.1
TRINITY_DN6574_c0_g1	AT5G57580.1
TRINITY_DN6576_c0_g1	AT1G05420.1
TRINITY_DN6577_c0_g1	AT3G07940.1
TRINITY_DN65776_c0_g1	AT3G01410.2
TRINITY_DN6578_c0_g1	AT5G19900.5
TRINITY_DN6579_c0_g1	AT1G32250.1
TRINITY_DN6580_c0_g1	AT3G07060.1
TRINITY_DN6580_c0_g2	AT3G54400.1
TRINITY_DN6581_c0_g1	AT5G07490.1
TRINITY_DN6583_c0_g1	AT5G57480.1
TRINITY_DN6584_c0_g1	AT2G45350.1
TRINITY_DN6586_c0_g1	AT4G27480.3
TRINITY_DN65881_c0_g1	AT1G12280.1
TRINITY_DN6589_c0_g1	AT5G50280.1
TRINITY_DN6591_c0_g2	AT3G18270.1
TRINITY_DN65924_c0_g1	AT3G47110.1
TRINITY_DN6594_c0_g1	AT4G16730.1
TRINITY_DN6595_c0_g1	AT1G67840.1
TRINITY_DN6595_c1_g1	AT1G65720.1
TRINITY_DN6596_c0_g1	AT1G68000.1
TRINITY_DN6597_c0_g1	AT5G13390.1
TRINITY_DN6598_c0_g1	AT1G09795.1
TRINITY_DN65983_c0_g1	AT1G61180.2
TRINITY_DN65986_c0_g1	AT5G25250.1
TRINITY_DN65986_c0_g2	AT5G25250.1
TRINITY_DN6599_c0_g1	AT4G21790.1
TRINITY_DN65992_c0_g1	AT5G49830.1
TRINITY_DN66_c0_g1	AT5G08650.2
TRINITY_DN660_c0_g1	AT5G03430.1
TRINITY_DN660_c6_g1	AT3G53500.2
TRINITY_DN66003_c0_g1	AT2G25970.1
TRINITY_DN66005_c0_g1	AT2G11520.1
TRINITY_DN66005_c0_g2	AT2G11520.1
TRINITY_DN66005_c0_g3	AT2G11520.1
TRINITY_DN6601_c1_g1	AT5G66960.1
TRINITY_DN6604_c0_g1	AT3G14840.2
TRINITY_DN6606_c0_g1	AT4G03280.1
TRINITY_DN66067_c0_g2	AT4G09800.1
TRINITY_DN6607_c0_g1	AT2G43160.4
TRINITY_DN6608_c0_g1	AT3G63170.1
TRINITY_DN6609_c0_g1	AT5G42660.1
TRINITY_DN6611_c0_g1	AT1G05780.1
TRINITY_DN66116_c0_g1	AT4G17830.1
TRINITY_DN6612_c0_g1	AT5G26760.1
TRINITY_DN66138_c1_g1	AT2G25010.1
TRINITY_DN6614_c0_g1	AT1G18485.1
TRINITY_DN66146_c0_g1	AT3G21260.3
TRINITY_DN6616_c0_g1	AT3G10210.1
TRINITY_DN6617_c0_g1	AT5G64470.2
TRINITY_DN66175_c0_g1	AT1G63400.1
TRINITY_DN6618_c0_g1	AT2G17520.1
TRINITY_DN66187_c0_g1	ATMG00300.1
TRINITY_DN662_c0_g1	AT2G23093.1
TRINITY_DN6621_c0_g1	AT1G27760.3
TRINITY_DN6622_c0_g1	AT4G21700.1
TRINITY_DN66228_c0_g1	ATMG01250.1
TRINITY_DN6623_c0_g1	AT1G55870.3
TRINITY_DN6624_c0_g2	AT4G24380.1
TRINITY_DN6625_c0_g1	AT5G20720.4
TRINITY_DN6627_c0_g1	AT5G67550.1
TRINITY_DN6629_c0_g1	AT2G14050.1
TRINITY_DN66290_c0_g1	AT5G19330.2
TRINITY_DN663_c0_g1	AT5G38260.1
TRINITY_DN663_c0_g2	AT1G67000.1
TRINITY_DN6630_c0_g1	AT5G66440.1
TRINITY_DN66309_c0_g1	AT5G14040.1
TRINITY_DN6631_c0_g1	AT3G53270.9
TRINITY_DN6633_c0_g1	AT2G22170.1
TRINITY_DN66330_c0_g1	AT5G12080.3
TRINITY_DN66343_c0_g1	AT5G51330.1
TRINITY_DN6635_c0_g1	AT5G23870.4
TRINITY_DN66369_c0_g1	AT5G52020.1
TRINITY_DN6637_c0_g1	AT5G19330.1
TRINITY_DN6638_c0_g1	AT1G73730.2
TRINITY_DN6639_c0_g2	AT1G21550.1
TRINITY_DN66398_c0_g1	AT4G21680.1
TRINITY_DN664_c0_g1	AT3G43810.4
TRINITY_DN6641_c0_g1	AT5G21160.1
TRINITY_DN6642_c0_g1	AT1G75380.4
TRINITY_DN66424_c0_g1	AT2G19710.1
TRINITY_DN6644_c0_g1	AT4G31850.1
TRINITY_DN6645_c0_g1	AT3G46200.2
TRINITY_DN6646_c0_g1	AT5G64270.1
TRINITY_DN6647_c0_g1	AT3G51800.3
TRINITY_DN66489_c0_g1	AT3G07870.1
TRINITY_DN6649_c0_g1	AT4G36520.1
TRINITY_DN665_c0_g1	AT2G01060.1
TRINITY_DN665_c1_g1	AT2G01060.1
TRINITY_DN6650_c0_g1	AT1G15100.1
TRINITY_DN6651_c0_g1	AT1G20693.2
TRINITY_DN6651_c1_g1	AT1G18340.1
TRINITY_DN6651_c6_g1	AT5G46600.1
TRINITY_DN66512_c0_g1	AT2G20540.2
TRINITY_DN6653_c0_g3	AT4G32520.2
TRINITY_DN6653_c0_g4	AT4G32520.2
TRINITY_DN6654_c0_g1	AT1G64950.1
TRINITY_DN66546_c0_g1	AT5G55830.1
TRINITY_DN6655_c0_g1	AT1G69070.2
TRINITY_DN6656_c0_g2	AT5G53800.1
TRINITY_DN66567_c0_g1	AT2G23460.1
TRINITY_DN6657_c0_g1	AT3G54610.1
TRINITY_DN66571_c0_g1	AT3G58510.3
TRINITY_DN6658_c0_g1	AT1G15750.4
TRINITY_DN666_c1_g1	AT3G02380.1
TRINITY_DN6662_c0_g1	AT2G15490.1
TRINITY_DN66625_c0_g1	ATMG00810.1
TRINITY_DN6665_c0_g1	AT2G20410.2
TRINITY_DN66656_c0_g1	AT3G63510.2
TRINITY_DN6666_c0_g1	AT5G17620.1
TRINITY_DN66664_c0_g1	AT1G76420.1
TRINITY_DN6668_c0_g1	AT5G51300.3
TRINITY_DN66680_c0_g1	AT1G48000.1
TRINITY_DN6669_c0_g1	AT2G43280.1
TRINITY_DN667_c0_g1	AT2G45910.2
TRINITY_DN667_c1_g1	AT2G45910.2
TRINITY_DN667_c1_g2	AT2G45910.2
TRINITY_DN6670_c0_g1	AT1G09060.4
TRINITY_DN6671_c0_g1	AT5G64760.3
TRINITY_DN6672_c0_g1	AT4G23900.1
TRINITY_DN66726_c0_g1	AT3G20015.1
TRINITY_DN6673_c0_g1	AT5G17920.2
TRINITY_DN66734_c0_g1	AT3G07610.3
TRINITY_DN66735_c0_g1	AT1G22340.1
TRINITY_DN6674_c0_g2	AT5G02770.1
TRINITY_DN6675_c0_g2	AT2G34090.3
TRINITY_DN6676_c0_g1	AT5G20200.1
TRINITY_DN66762_c0_g1	AT4G23160.3
TRINITY_DN6677_c0_g1	AT1G80770.1
TRINITY_DN66775_c3_g1	AT1G43760.1
TRINITY_DN6678_c0_g1	AT5G59550.1
TRINITY_DN6679_c0_g1	AT5G24870.3
TRINITY_DN6679_c1_g1	AT2G31020.1
TRINITY_DN6680_c0_g1	AT2G39950.9
TRINITY_DN6681_c0_g1	AT1G49390.2
TRINITY_DN6682_c0_g1	AT1G65700.2
TRINITY_DN6683_c0_g3	AT3G55260.1
TRINITY_DN6684_c0_g1	AT5G18660.1
TRINITY_DN66840_c0_g2	AT5G02440.1
TRINITY_DN66848_c0_g1	AT5G22930.1
TRINITY_DN66850_c0_g1	AT1G24050.1
TRINITY_DN6686_c0_g1	AT2G13560.1
TRINITY_DN6686_c1_g1	AT4G00570.1
TRINITY_DN6687_c0_g1	AT4G11420.1
TRINITY_DN669_c0_g1	AT5G60550.1
TRINITY_DN6690_c0_g1	AT3G18690.1
TRINITY_DN66903_c1_g1	AT2G34400.1
TRINITY_DN6691_c0_g1	AT2G15270.2
TRINITY_DN6693_c0_g1	AT1G51080.1
TRINITY_DN66931_c0_g2	AT3G21175.2
TRINITY_DN6694_c0_g1	AT3G24550.1
TRINITY_DN66940_c0_g1	AT2G33280.1
TRINITY_DN6696_c0_g2	AT3G20660.1
TRINITY_DN6697_c0_g1	AT4G21020.1
TRINITY_DN66972_c0_g1	AT3G04710.1
TRINITY_DN6698_c0_g2	AT1G55080.1
TRINITY_DN6698_c0_g3	AT1G19860.1
TRINITY_DN66991_c0_g1	AT3G11150.1
TRINITY_DN67_c0_g1	AT5G07220.1
TRINITY_DN670_c0_g1	AT4G35580.3
TRINITY_DN67006_c0_g2	AT1G69170.1
TRINITY_DN6701_c1_g1	AT5G66230.1
TRINITY_DN6702_c0_g1	AT5G58800.2
TRINITY_DN6703_c0_g1	AT4G23930.1
TRINITY_DN6703_c0_g2	AT3G07210.1
TRINITY_DN67039_c0_g2	AT2G17030.1
TRINITY_DN6704_c0_g1	AT3G14570.2
TRINITY_DN67048_c0_g2	AT1G11303.1
TRINITY_DN6705_c0_g1	AT1G06620.2
TRINITY_DN67058_c0_g1	AT5G02070.1
TRINITY_DN67068_c1_g1	AT3G55120.1
TRINITY_DN6707_c0_g1	AT4G29160.3
TRINITY_DN67078_c0_g1	AT5G05960.1
TRINITY_DN67078_c0_g2	AT5G05960.1
TRINITY_DN6709_c0_g1	AT2G44150.1
TRINITY_DN67095_c0_g1	AT1G24340.1
TRINITY_DN6710_c0_g1	AT5G35430.1
TRINITY_DN67100_c1_g1	AT1G59780.2
TRINITY_DN67110_c0_g3	AT2G02650.1
TRINITY_DN67113_c0_g1	AT5G16290.2
TRINITY_DN6712_c0_g1	AT4G22930.2
TRINITY_DN6713_c0_g1	AT5G67140.1
TRINITY_DN6714_c0_g1	AT1G06720.2
TRINITY_DN6715_c0_g1	AT4G32360.2
TRINITY_DN67157_c0_g1	AT3G45650.1
TRINITY_DN6716_c0_g1	AT5G55600.3
TRINITY_DN6718_c0_g1	AT5G51200.2
TRINITY_DN67194_c0_g1	AT1G17810.1
TRINITY_DN672_c0_g1	AT2G24440.1
TRINITY_DN6721_c0_g2	AT1G11930.2
TRINITY_DN67228_c0_g1	AT5G38300.1
TRINITY_DN67249_c0_g1	AT4G33790.1
TRINITY_DN6726_c0_g1	AT3G61350.2
TRINITY_DN67262_c0_g1	AT4G20520.1
